Price,Close,High,Low,Open,Volume
2004-11-15,4.577282905578613,4.662703113230939,4.425755466236642,4.467846026593173,477844390
2004-11-16,4.271998405456543,4.4435816159740025,4.229660405280321,4.394805482873551,839832142
2004-11-17,4.271008014678955,4.3948053140885275,4.184350142101999,4.184845492466263,728034662
2004-11-18,4.1482014656066895,4.318546532670656,4.1033867146992185,4.216289625581612,667677273
2004-11-19,4.194253444671631,4.208614339359291,4.12294621768591,4.186825559150254,352086780
2004-11-22,4.087789058685303,4.196730612741846,3.993951191072373,4.072190969801219,496582362
2004-11-23,4.147706508636475,4.229660694593872,4.122451695692913,4.1588483378762815,498393124
2004-11-24,4.326964855194092,4.387625132662545,4.271256185590259,4.328449958337865,613531078
2004-11-26,4.441601276397705,4.4574472748547835,4.340830415169629,4.352715032517317,260175560
2004-11-29,4.482702255249023,4.529744901992868,4.395053199014594,4.465618117169432,428263241
2004-11-30,4.505727767944336,4.530982575520956,4.462893949538125,4.474283214556396,309154460
2004-12-01,4.455714702606201,4.518602871582719,4.445563100685638,4.504985712992319,315743063
2004-12-02,4.441849231719971,4.494091397291911,4.420803238949479,4.454228251544772,251374696
2004-12-03,4.46660852432251,4.48294939869601,4.397281749752628,4.455467169892239,235647968
2004-12-06,4.364846229553223,4.474036141817039,4.3581611328840095,4.435163226653445,251097661
2004-12-07,4.244515895843506,4.36261928308503,4.222727588279252,4.35766625304611,275866153
2004-12-08,4.208614349365234,4.30022477967352,4.177665142298914,4.217775724209711,302802741
2004-12-09,4.294034481048584,4.295767970322538,4.171227407726489,4.215299369784425,307307563
2004-12-10,4.249963283538818,4.3299365480969705,4.2410502934699625,4.2940352535250925,173335277
2004-12-13,4.220251560211182,4.287845800743233,4.195492570804107,4.262838425089234,193466452
2004-12-14,4.424270153045654,4.427488745899836,4.199206611075117,4.233869765869656,445198482
2004-12-15,4.451257228851318,4.473788325451658,4.374008635115005,4.406938772303123,460559845
2004-12-16,4.3693037033081055,4.468836907725492,4.356429332153282,4.381188795648491,344197318
2004-12-17,4.458684921264648,4.469083961400609,4.371284254916361,4.376483300964826,296555412
2004-12-20,4.580996990203857,4.666169771136298,4.5030046574274065,4.506223724197101,394854485
2004-12-21,4.549552917480469,4.651809363343598,4.54088641800561,4.612937389956526,221479058
2004-12-22,4.61268949508667,4.62630665341772,4.531230665145636,4.5532664098922355,156865776
2004-12-23,4.652303695678711,4.669635744562377,4.605261526789533,4.64116186740471,145125936
2004-12-27,4.751590251922607,4.7860059692862675,4.682016028518233,4.683254641672759,245079187
2004-12-28,4.772635459899902,4.792195400496174,4.729306285558489,4.756541075858965,166453579
2004-12-29,4.776102066040039,4.7914527138138165,4.748370976734779,4.748370976734779,107525527
2004-12-30,4.8924713134765625,4.908069398885955,4.7501042991978055,4.777834439489832,237057231
2004-12-31,4.773379325866699,4.948923954499108,4.767683980303749,4.9328305148646745,307889737
2005-01-03,5.0189924240112305,5.042018395293555,4.8394864531834125,4.887518849223389,636143518
2005-01-04,4.81571626663208,5.024438408659718,4.790460984146704,4.986556669980289,552298420
2005-01-05,4.791205406188965,4.875139568884216,4.759512934984848,4.789719354988305,330698912
2005-01-06,4.668398380279541,4.850380639101386,4.64784773768874,4.830077434703886,417041336
2005-01-07,4.799623489379883,4.809527653206286,4.674092692364686,4.720145584696949,387964757
2005-01-10,4.829582214355469,4.904850821711285,4.7496084895058,4.815716670147059,302714411
2005-01-11,4.791947841644287,4.895194974105214,4.783033431175349,4.843447688788694,279391317
2005-01-12,4.837504863739014,4.851122969455233,4.716679193696846,4.811507265214663,328338096
2005-01-13,4.836267471313477,4.887271496497248,4.804575000939572,4.837505136252322,275002929
2005-01-14,4.9511518478393555,4.95214160058686,4.806555986917776,4.85285584305403,387057368
2005-01-18,5.048455715179443,5.076185854128224,4.918716112437221,4.975909879533682,528878966
2005-01-19,4.885044097900391,5.083119806138412,4.870435763187471,5.067026368152874,451995865
2005-01-20,4.801356315612793,4.859046390555373,4.75381879132689,4.76619828581516,361413608
2005-01-21,4.661713123321533,4.837010278748342,4.6577517422666626,4.816706601026278,371724110
2005-01-24,4.474532127380371,4.687711040481148,4.464627963044025,4.671865041170355,563010421
2005-01-25,4.385397434234619,4.512165887354629,4.364846319431965,4.504738002013664,427966132
2005-01-26,4.685482025146484,4.6896908445132715,4.435659040610276,4.43863019499602,494161321
2005-01-27,4.656761169433594,4.676073196903082,4.585452997608712,4.673596919160744,266089645
2005-01-28,4.712717533111572,4.8206693124748305,4.61367969048642,4.704793823113477,490158373
2005-01-31,4.843448162078857,4.8617699650733766,4.746886117004591,4.795662252944077,385306832
2005-02-01,4.751341819763184,4.869197282521733,4.7198977377051525,4.812744880855385,756384528
2005-02-02,5.099460124969482,5.367852339003056,5.042513317673296,5.3369036054979615,1316889593
2005-02-03,5.220782279968262,5.282929089032329,5.095746821221198,5.100204027189112,521471303
2005-02-04,5.059845924377441,5.143780093420547,5.01626883242853,5.1120885678586765,594993855
2005-02-07,4.853598594665527,5.110354107174579,4.840723750714277,5.082129089383141,520359150
2005-02-08,4.9182209968566895,4.952388795847764,4.816458966368698,4.876625312428535,460921194
2005-02-09,4.743419170379639,4.991508646405873,4.690929096286755,4.970711041326807,689434520
2005-02-10,4.654284954071045,4.759017188587473,4.586691671973218,4.75307488035738,762154073
2005-02-11,4.6399245262146,4.761741857175907,4.606994389469374,4.621602723343195,526606480
2005-02-14,4.778330326080322,4.780559165982631,4.4814646833455924,4.5272696660338125,1548269624
2005-02-15,4.8337907791137695,4.947932297078914,4.78055839277898,4.793432761548819,1035177611
2005-02-16,4.912526607513428,4.935305142403677,4.810765515104178,4.820669679336018,663770685
2005-02-17,4.899899482727051,4.945703988908626,4.872911655396597,4.898165519324254,418137429
2005-02-18,4.901136875152588,4.923172619336143,4.869197441696182,4.915002419350174,340708289
2005-02-22,4.738219261169434,4.924657765786917,4.7139551511342965,4.865236103645896,541369609
2005-02-23,4.802099704742432,4.815221512891576,4.671121003104877,4.786005320229467,625776806
2005-02-24,4.676815986633301,4.700584745221784,4.511917883454539,4.540143373157014,1036442333
2005-02-25,4.602042198181152,4.7023181729143575,4.5931282620503335,4.683253583855841,400435325
2005-02-28,4.6545329093933105,4.701080205668314,4.601547953813942,4.605261896870395,313908211
2005-03-01,4.606746673583984,4.6981096662976825,4.506223254006297,4.686720399738247,373844027
2005-03-02,4.584958076477051,4.64660952293559,4.564655348501211,4.604022665593819,292512314
2005-03-03,4.630268573760986,4.64859037781707,4.563419017189083,4.608480738677839,305484756
2005-03-04,4.602785587310791,4.63621060057053,4.582235892571644,4.622592967463264,271979640
2005-03-07,4.674834728240967,4.694395616538821,4.630763714144219,4.649333427687291,347995502
2005-03-08,4.585453510284424,4.700585269552209,4.57975958770276,4.682015554505868,323050350
2005-03-09,4.4901299476623535,4.5718362174551155,4.460666316664269,4.560942300959822,456119263
2005-03-10,4.456209182739258,4.486415599589484,4.3923298446381756,4.481711430346786,440063306
2005-03-11,4.402233600616455,4.48022593005265,4.386140163535437,4.4675989977983965,322335682
2005-03-14,4.332659721374512,4.417088750115517,4.272741765082842,4.415356208975632,447535208
2005-03-15,4.4222893714904785,4.456704611500847,4.3133468847356236,4.34033566075356,418446584
2005-03-16,4.3477630615234375,4.422288877891038,4.333154729247108,4.374997850638127,285317446
2005-03-17,4.439125061035156,4.447790611960364,4.352715093896713,4.385645230255454,331662510
2005-03-18,4.4576945304870605,4.466608467152292,4.414861180583118,4.427240673800304,284663002
2005-03-21,4.478493690490723,4.510432654590776,4.388616737327945,4.438630541364762,300470030
2005-03-22,4.422041893005371,4.504738391593931,4.4034721780470045,4.485921238442628,226112360
2005-03-23,4.431450366973877,4.462647018367595,4.406442989390011,4.406442989390011,194526410
2005-03-24,4.438135623931885,4.477998298669941,4.436897958865697,4.474036917222935,148763520
2005-03-28,4.491862773895264,4.575550450569068,4.480226068081777,4.498300907357269,350830087
2005-03-29,4.44605827331543,4.537916151035814,4.408918841886825,4.482702354318471,259890496
2005-03-30,4.467846393585205,4.492606329507883,4.446800874668503,4.472550563361532,250378977
2005-03-31,4.46933126449585,4.4911200448970385,4.398271949080514,4.405947272847125,271758815
2005-04-01,4.4576945304870605,4.5297445461872385,4.456456865577041,4.500281390251895,248206866
2005-04-04,4.587682247161865,4.588424561727532,4.452743110885705,4.455467301057409,324266893
2005-04-05,4.668893337249756,4.710736459465721,4.64413340334212,4.648094784198768,350777892
2005-04-06,4.684986591339111,4.695633543711504,4.644381131469831,4.685481941734425,210891521
2005-04-07,4.797394275665283,4.818687704810842,4.670625823567502,4.674092328038496,389141150
2005-04-08,4.755055904388428,4.830571949647747,4.740200133511351,4.795661836125602,205431131
2005-04-11,4.784272193908691,4.82314416314173,4.761741572975632,4.780806163312606,217231195
2005-04-12,4.802346706390381,4.8137359721854995,4.68969029121581,4.778577000089294,293881426
2005-04-13,4.776844501495361,4.811259737350507,4.6976140425302475,4.790213746733968,263214910
2005-04-14,4.740200042724609,4.812250056079001,4.706775032910852,4.78526223084236,247030473
2005-04-15,4.580501556396484,4.712717443522851,4.5720834442176645,4.706775135156745,464831797
2005-04-18,4.629277229309082,4.651808321623835,4.543114240561609,4.570102063709133,262994085
2005-04-19,4.7389631271362305,4.75381890007764,4.655523360455165,4.687711184507925,338463908
2005-04-20,4.904850959777832,4.964273571153504,4.850627868374238,4.916735102837361,620376641
2005-04-21,5.0563788414001465,5.0756913440080735,4.935057341658406,4.96229308026583,712737539
2005-04-22,5.343340873718262,5.546120715051736,5.304962835311663,5.518885452342974,1333182435
2005-04-25,5.534483909606934,5.5644428902110885,5.385679707346621,5.3931075929525685,796574608
2005-04-26,5.416133880615234,5.496602488039223,5.404744613360813,5.452530522209952,693469588
2005-04-27,5.441635608673096,5.468128083657192,5.3663670027260455,5.397316208905913,412131000
2005-04-28,5.433465957641602,5.498582968880052,5.390383744378134,5.4347036226413366,348613811
2005-04-29,5.447083473205566,5.502792138709757,5.393107348905026,5.494373078704823,368182886
2005-05-02,5.503782749176025,5.538693338358972,5.452282899054077,5.497839966526305,392160425
2005-05-03,5.600345134735107,5.648873359506202,5.4797659393731895,5.492888696411587,713873782
2005-05-04,5.657537937164307,5.691706208008763,5.620398986352837,5.626093856166734,485151677
2005-05-05,5.619904041290283,5.660509973373521,5.592669251149354,5.660509973373521,301509913
2005-05-06,5.645654201507568,5.676108058040975,5.607277109100241,5.655062066442638,271570110
2005-05-09,5.59613561630249,5.657538683423246,5.581527756621778,5.645159663545847,222302131
2005-05-10,5.640206813812256,5.640206813812256,5.563947978771155,5.582517692668948,254783425
2005-05-11,5.72661828994751,5.743701954400892,5.643425963470636,5.669176127291422,460873014
2005-05-12,5.6629862785339355,5.7498915912856585,5.650110486902814,5.7147326170610295,359269602
2005-05-13,5.675860404968262,5.72166490712258,5.628321939563603,5.6743753019438445,297731805
2005-05-16,5.720675468444824,5.734788451136455,5.659272403959356,5.686755106760398,228107811
2005-05-17,5.7721757888793945,5.78009855151578,5.6996299419891825,5.708543879489316,313526787
2005-05-18,5.921475410461426,5.941530229463961,5.781831147937296,5.7840599878481855,494325936
2005-05-19,5.921969413757324,5.971240420286627,5.89943831996216,5.950690727906588,390116793
2005-05-20,5.98213529586792,5.9836213470499775,5.9336065998980425,5.972232080143659,327763952
2005-05-23,6.324806213378906,6.390419045052345,6.0093713566507745,6.02051318508699,858738744
2005-05-24,6.3384246826171875,6.57215423292072,6.276525790211723,6.362193443955855,1166078427
2005-05-25,6.457517147064209,6.4617259660382675,6.205465346238343,6.257460069117661,725023418
2005-05-26,6.417654991149902,6.530557916587011,6.395371331911176,6.46123208277882,543895039
2005-05-27,6.5860185623168945,6.587257175300799,6.418892081040918,6.448851062215325,489190760
2005-05-31,6.865058422088623,6.8930369506233795,6.669459004655345,6.670944107832009,892805959
2005-06-01,7.130727291107178,7.251801838695474,6.982666336493815,7.011883005503615,1412944285
2005-06-02,7.128251552581787,7.174798847707502,7.046545281376714,7.148801720973745,721658854
2005-06-03,6.939088821411133,7.162914187887026,6.86852391016761,7.10076738875027,754108027
2005-06-06,7.203519821166992,7.273094507395808,6.977960959914618,6.9918265043284125,904413304
2005-06-07,7.257495403289795,7.417689354408242,7.187674697056908,7.356038848743127,976566743
2005-06-08,6.921757221221924,7.259229256089198,6.883132688690127,7.250811143437084,1031889331
2005-06-09,7.088883399963379,7.143106964516596,6.946516857540035,7.049516554559632,660109011
2005-06-10,6.9945502281188965,7.112900573057544,6.933146215955005,7.1057201256536064,509767599
2005-06-13,7.0007405281066895,7.036393431272717,6.846488418420104,6.928194686745485,514047581
2005-06-14,6.891798496246338,6.963353167483947,6.876942723942465,6.897741279187425,405189077
2005-06-15,6.8039021492004395,6.865800087140388,6.621424557563931,6.808853756706284,838454999
2005-06-16,6.869266986846924,6.890560417209557,6.761068241767474,6.790531872386788,500364485
2005-06-17,6.940079212188721,6.940079212188721,6.831138147111632,6.907892811900677,418940428
2005-06-20,7.098540782928467,7.122556983089645,6.727890681437699,6.835841996150143,844140229
2005-06-21,7.126765727996826,7.187674868575141,7.055706407044151,7.132461072749917,607560783
2005-06-22,7.162914752960205,7.23768848914617,7.147316666421665,7.1720761283485945,420530365
2005-06-23,7.173066139221191,7.299339723061207,7.093587761627254,7.1307267163899555,564363474
2005-06-24,7.359753131866455,7.378322847695785,7.169847628017758,7.202530801896927,713512433
2005-06-27,7.529354572296143,7.53851594765098,7.275817645171355,7.400605655159344,714785186
2005-06-28,7.477359294891357,7.656866694939727,7.477359294891357,7.583330624751543,764314139
2005-06-29,7.247592449188232,7.536287416278962,7.233479465300265,7.489740119102098,734691521
2005-06-30,7.2829976081848145,7.401347951129923,7.205995985631504,7.28770225165482,606039101
2005-07-01,7.211195945739746,7.334745824170638,7.160934704464192,7.3050342785697655,370487492
2005-07-05,7.321622848510742,7.328307471619257,7.185940452443869,7.232241255973183,300883574
2005-07-06,7.217881202697754,7.36841842979073,7.214414697855665,7.360990543714494,321211484
2005-07-07,7.317413806915283,7.32385051762525,7.143354322712514,7.165143102776905,428484066
2005-07-08,7.334497451782227,7.365942482884423,7.280522274181283,7.334992328132841,299422117
2005-07-11,7.263190269470215,7.343658871038042,7.205500200753507,7.338706315345935,336869956
2005-07-12,7.224318027496338,7.289187593043074,7.203272036698315,7.264180221468477,235475323
2005-07-13,7.39961576461792,7.409023629950463,7.2322413696232415,7.242392023537237,459230882
2005-07-14,7.44987678527832,7.594967044590486,7.429574055982212,7.560056456296966,428307406
2005-07-15,7.45730447769165,7.512022917503539,7.422393890302505,7.458542142579672,338801168
2005-07-18,7.416451930999756,7.474884794018774,7.372132525838046,7.427841198546526,249242734
2005-07-19,7.672959804534912,7.684101633564605,7.47240830405902,7.4798361900788155,506748324
2005-07-20,7.724955081939697,7.740058292320593,7.4724083768646095,7.565751355390289,574561556
2005-07-21,7.772988319396973,7.868559188379204,7.705395030933689,7.7757110875597055,794543021
2005-07-22,7.4872636795043945,7.656866920703738,7.3369743642148295,7.585558740156779,938978379
2005-07-25,7.325089454650879,7.509299600449752,7.303053709455138,7.487015943047645,387800142
2005-07-26,7.33103084564209,7.378321873717965,7.2319934803380725,7.304290932397215,394147846
2005-07-27,7.35183048248291,7.38401688437108,7.239669871163913,7.371884827848705,289798178
2005-07-28,7.266904830932617,7.363714314821593,7.261456924403559,7.363714314821593,237912424
2005-07-29,7.124785423278809,7.250563657919381,7.105720358316933,7.23323160831058,335785908
2005-08-01,7.2201080322265625,7.242143774997651,7.133202251940332,7.133697602279047,227344963
2005-08-02,7.407785892486572,7.415956566802579,7.207976714070542,7.219860857237948,292701018
2005-08-03,7.360990047454834,7.4209080084172685,7.318899011873521,7.378322096477258,238113174
2005-08-04,7.371636867523193,7.4030809525591765,7.310233800615736,7.317661686535896,210245108
2005-08-05,7.238430976867676,7.390949607279859,7.212681287533986,7.365943180581478,238478538
2005-08-08,7.211195945739746,7.320137489577024,7.192378791532378,7.269381371887825,179943955
2005-08-09,7.219119071960449,7.2466027252397005,7.143355105858647,7.228775324132778,232038489
2005-08-10,7.073286056518555,7.237936272884392,7.053478675639201,7.212433547122411,276191367
2005-08-11,7.032926559448242,7.095568233969108,6.948001703107086,7.0784840978252825,301722708
2005-08-12,7.173313617706299,7.185198234983375,6.973256999587715,7.015843860843582,264423423
2005-08-15,7.031689643859863,7.24882993328261,7.025994773198597,7.1752943351950815,328213631
2005-08-16,7.072542667388916,7.125527620051284,7.015347473448773,7.05347807676171,285433881
2005-08-17,7.058924674987793,7.0953213155254415,7.0316894096461,7.069076276953778,155914222
2005-08-18,6.932403087615967,6.945030966508577,6.808853702843908,6.831384796669866,476692087
2005-08-19,6.932651042938232,6.968552806856913,6.923243177657544,6.957163540010583,222547046
2005-08-22,6.784341335296631,6.969047294532052,6.76800046152566,6.963352424416761,273541472
2005-08-23,6.9222517013549805,6.92621403029417,6.787065134202801,6.837575229282729,233740846
2005-08-24,6.996283531188965,7.050259663646515,6.8447560708438075,6.872486688702041,345012362
2005-08-25,6.9967780113220215,7.031689073023599,6.931908443590473,6.995787784599397,175720183
2005-08-26,7.021290302276611,7.056944627910051,6.998511768647387,7.018814024345969,150775031
2005-08-29,7.1418681144714355,7.1584573743404025,6.988112310640897,6.988112310640897,237005036
2005-08-30,7.1126532554626465,7.168113538041439,7.078236594976186,7.115623461707422,192398464
2005-08-31,7.0812087059021,7.143107599693377,7.040602769916235,7.136422502099216,202114747
2005-09-01,7.087399005889893,7.118347742100295,7.05644884762085,7.078980892758317,110095123
2005-09-02,7.1418681144714355,7.179998715754962,7.092102230942469,7.093835720194143,137894934
2005-09-06,7.108691215515137,7.165143623222803,7.101015891309663,7.155486897388198,169123549
2005-09-07,7.3008246421813965,7.316422727857277,7.063381164203719,7.078484373521317,301104399
2005-09-08,7.313700199127197,7.410013854440585,7.263438013791174,7.299834654271169,265523531
2005-09-09,7.405310153961182,7.4055575921640955,7.342668470982163,7.36049539806105,176278267
2005-09-12,7.668997764587402,7.710593448705787,7.4526002838636725,7.471169997318079,417017246
2005-09-13,7.717031955718994,7.812354909343734,7.58060677026949,7.6506763344297575,413540262
2005-09-14,7.5021185874938965,7.756645717012509,7.435268094344786,7.643990247557166,452722579
2005-09-15,7.492711544036865,7.594967511341935,7.376093732973381,7.415956879475052,620966845
2005-09-16,7.4327921867370605,7.539258389152919,7.424621512565112,7.527373772175539,304328438
2005-09-19,7.521678924560547,7.576397366045984,7.445420088758123,7.452600536210122,231339881
2005-09-20,7.6236891746521,7.707623342842665,7.557333547556694,7.580112083145812,375441994
2005-09-21,7.72247838973999,7.768531755061122,7.57540767506107,7.636067951528007,406305245
2005-09-22,7.70935583114624,7.90371756911017,7.679644763456294,7.71257489751109,522206047
2005-09-23,7.808145999908447,7.853950978775705,7.73956296172784,7.749714563464562,340623975
2005-09-26,7.781405925750732,7.946551000051442,7.738820014222155,7.910650659495695,397259466
2005-09-27,7.772988319396973,7.88366239854651,7.759122774214502,7.797994745521072,275954483
2005-09-28,7.57639741897583,7.801708371360802,7.566493729402112,7.7799210127298375,321095049
2005-09-29,7.666026592254639,7.693261855910189,7.578378492996672,7.593234263724967,225393676
2005-09-30,7.835381507873535,7.861131196268257,7.732135316104924,7.779921223970466,367424053
2005-10-03,7.890347957611084,7.925754372100819,7.744514428318094,7.765312983069026,367785402
2005-10-04,7.700194835662842,7.954722458123496,7.693757176635588,7.921792796466453,367143003
2005-10-05,7.693014621734619,7.79675711378413,7.625916683390859,7.74203819543915,334384676
2005-10-06,7.743524074554443,7.7863574236562325,7.6776633326767545,7.777939311543855,320950509
2005-10-07,7.7494659423828125,7.8405815005847,7.688805664350487,7.79403325769577,271827070
2005-10-10,7.691528797149658,7.794776403127178,7.654389844558524,7.75738953834565,223723439
2005-10-11,7.578874111175537,7.741048518121221,7.548171865985543,7.690539366720575,342984790
2005-10-12,7.451857566833496,7.605861285847726,7.403080486999204,7.556590277701878,373643277
2005-10-13,7.364456653594971,7.477359093840123,7.197082261679568,7.477359093840123,424292413
2005-10-14,7.332268714904785,7.433535870695403,7.243135510264157,7.4253642485423175,342041267
2005-10-17,7.551637649536133,7.556590205149933,7.29314913433007,7.365942411070971,303802474
2005-10-18,7.509052753448486,7.624926833023146,7.495682083935038,7.550648443187721,284173173
2005-10-19,7.643248558044434,7.672217312852943,7.525887961640725,7.526879136453034,281479113
2005-10-20,7.507070541381836,7.703413684951833,7.457799532369245,7.675188193753247,558553779
2005-10-21,8.415743827819824,8.577424307959914,8.244903394125107,8.561824324960387,919128253
2005-10-24,8.632389068603516,8.64848392855854,8.47244349443068,8.501659215655515,378682093
2005-10-25,8.58930778503418,8.601439840820573,8.489031798112363,8.561329256444036,276163262
2005-10-26,8.800504684448242,8.814370702712969,8.571480269410776,8.573709109075782,357635500
2005-10-27,8.741579055786133,8.841359219216594,8.707409831847086,8.829227163316588,206145800
2005-10-28,8.868099212646484,8.88741171555277,8.790106886467537,8.79629663323869,237025111
2005-10-31,9.2139892578125,9.278612343688417,8.901278557655946,8.91935197523298,575866428
2005-11-01,9.393248558044434,9.505160774685647,9.136492092592633,9.207056534496965,656696267
2005-11-02,9.400676727294922,9.532396327591458,9.338529922162895,9.450690528413714,424200069
2005-11-03,9.555917739868164,9.57151677563897,9.442767374162718,9.468270574677517,299052737
2005-11-04,9.666839599609375,9.70051204782741,9.54353765087247,9.655697297567972,354319116
2005-11-07,9.780732154846191,9.84114593769673,9.709425404322797,9.782466118107607,385098052
2005-11-08,9.653717041015625,9.794599441163,9.621035289647692,9.761420917314666,317084071
2005-11-09,9.387552261352539,9.613854857162105,9.359822120813844,9.573744275416749,420245300
2005-11-10,9.683427810668945,9.689618505396608,9.344966508048394,9.367993427533875,366516664
2005-11-11,9.666097640991211,9.82703391452134,9.627720070176617,9.782962420871034,283615089
2005-11-14,9.828765869140625,9.85971649830375,9.694074176558704,9.708682509476724,313486637
2005-11-15,9.725519180297852,9.829508624568827,9.67971373044056,9.764639059487173,346289130
2005-11-16,9.857982635498047,9.875314684633652,9.757954091774884,9.809701852961728,349111670
2005-11-17,9.98920726776123,9.998121678474899,9.892149879094509,9.9483543711885,369869183
2005-11-18,9.908987045288086,10.01520438670035,9.90007453065821,9.99019796202295,282077347
